fileid,audiopath,prev,next,time,emotion,transcription
Ses05F_impro04_F009,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F009.wav,Ses05F_impro04_M008,Ses05F_impro04_M009,95.1700 - 107.3600,fru,"I mean I can do the McDonald's thing for a while as humiliating as that is, but I mean then what?  I mean You can't exactly move up in that kind of industry."
Ses05F_impro04_F010,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F010.wav,Ses05F_impro04_M009,Ses05F_impro04_MXX0,108.3100 - 116.0400,fru,"Oh come on, that's not what I envisioned for myself. Honestly, would you settle for being a manager at McDonalds?"
Ses05F_impro04_F011,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F011.wav,Ses05F_impro04_M010,Ses05F_impro04_M011,118.9500 - 121.7100,fru,This is humiliating.
Ses05F_impro04_F012,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F012.wav,Ses05F_impro04_M011,Ses05F_impro04_M012,124.4800 - 128.0800,fru,"No, I don't I don't want to accept that.  I think that's bullshit."
Ses05F_impro04_F013,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F013.wav,Ses05F_impro04_M012,Ses05F_impro04_M013,131.8200 - 135.8100,fru,I don't know.  I feel like I've tried everything.
Ses05F_impro04_F014,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F014.wav,Ses05F_impro04_M013,Ses05F_impro04_M014,138.2800 - 145.8900,fru,Three years of going out every day--every day--and looking for a job and being constantly denied everywhere I go.
Ses05F_impro04_F015,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F015.wav,Ses05F_impro04_M014,Ses05F_impro04_F016,158.4900 - 167.2100,sad,I'm just so scared to start over I mean.  I put so much time and energy into being here.
Ses05F_impro04_F016,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F016.wav,Ses05F_impro04_F015,Ses05F_impro04_M015,168.5100 - 172.4321,sad,"Where am I supposed to go?  I mean, like what?"
Ses05F_impro04_F017,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F017.wav,Ses05F_impro04_M015,Ses05F_impro04_M016,179.1000 - 184.9500,sad,I don't know. Maybe I can take out a loan. I just- I need prospects and I don't feel like I have any.
Ses05F_impro04_F018,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F018.wav,Ses05F_impro04_M016,Ses05F_impro04_M017,190.6100 - 193.7800,xxx,But that doesn't help me when I'm hungry now.
Ses05F_impro04_F019,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F019.wav,Ses05F_impro04_M017,Ses05F_impro04_M018,197.5300 - 199.6500,sad,I'm just worried.
Ses05F_impro04_F020,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F020.wav,Ses05F_impro04_M018,Ses05F_impro04_M019,224.1300 - 226.8100,fru,It's three years.
Ses05F_impro04_F021,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F021.wav,Ses05F_impro04_M019,Ses05F_impro04_M020,230.2200 - 232.9700,xxx,Is that honestly what you think?
Ses05F_impro04_F022,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F022.wav,Ses05F_impro04_M020,Ses05F_impro04_M021,248.3300 - 250.5200,sad,That's really hard to hear.
Ses05F_impro04_F023,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F023.wav,Ses05F_impro04_M021,Ses05F_impro04_M022,256.3500 - 262.2000,sad,I feel like I have faith and now faith is running thin because there is no money.
Ses05F_impro04_F024,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F024.wav,Ses05F_impro04_M022,Ses05F_impro04_M023,265.5000 - 275.2200,fru,"Brian, I don't think you have a concept of what I mean by- by money.  I don't mean money like oh, I can't go get my hair and my nails done today, I mean like I can't eat."
Ses05F_impro04_F025,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F025.wav,Ses05F_impro04_M023,Ses05F_impro04_M024,276.3400 - 282.5000,xxx,"No, no, really, if I can't pay to live somewhere, I'm going to end up living in my car."
Ses05F_impro04_F026,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F026.wav,Ses05F_impro04_M024,Ses05F_impro04_M025,285.7500 - 287.4300,fru,I just-- I
Ses05F_impro04_F027,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F027.wav,Ses05F_impro04_M025,Ses05F_impro04_M026,298.6300 - 300.6300,xxx,"Well, thank you."
Ses05F_impro04_F028,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F028.wav,Ses05F_impro04_M026,Ses05F_impro04_M027,302.7800 - 308.0400,fru,"Yeah, I don't intend to stop trying.  I just--I don't when is when enough is enough."
Ses05F_impro04_F029,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F029.wav,Ses05F_impro04_M027,Ses05F_impro04_M028,310.6500 - 312.8000,fru,I don't know.
Ses05F_impro04_F030,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F030.wav,Ses05F_impro04_M028,Ses05F_impro04_M029,312.8700 - 316.3300,fru,"Yeah, and I look nice and I'm you know--"
Ses05F_impro04_F031,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F031.wav,Ses05F_impro04_M029,Ses05F_impro04_M030,316.3600 - 318.2900,fru,charismatic.
Ses05F_impro04_F032,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F032.wav,Ses05F_impro04_M030,Ses05F_impro04_M031,318.3400 - 320.9100,fru,"yah, to-totally, and I'm not--"
Ses05F_impro04_F033,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F033.wav,Ses05F_impro04_M031,Ses05F_impro04_M032,323.3300 - 328.7600,fru,"Yeah, I always think so, but I- I just feel like it's a lot of lip service everywhere I go."
Ses05F_impro04_F034,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F034.wav,Ses05F_impro04_M032,Ses05F_impro04_M033,329.9600 - 332.0600,fru,"Yeah, I follow up."
Ses05F_impro04_F035,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F035.wav,Ses05F_impro04_M033,Ses05F_impro04_F036,333.6800 - 336.6400,fru,It's just like- it's a matter of-
Ses05F_impro04_F036,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F036.wav,Ses05F_impro04_F035,Ses05F_impro04_M034,337.3200 - 344.6900,fru,"not tall enough, not pretty enough, not--you know how this place is."
Ses05F_impro04_F037,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F037.wav,Ses05F_impro04_M034,Ses05F_impro04_M035,350.6900 - 352.3100,fru,"I mean, anything."
Ses05F_impro04_F038,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F038.wav,Ses05F_impro04_M035,Ses05F_impro04_M036,353.5000 - 356.1900,neu,"Well, I'd like to be a working actor."
Ses05F_impro04_F039,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F039.wav,Ses05F_impro04_M036,Ses05F_impro04_M037,357.0300 - 359.6600,neu,But um--
Ses05F_impro04_F040,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F040.wav,Ses05F_impro04_M037,Ses05F_impro04_M038,361.9600 - 363.4100,neu,Yeah.
Ses05F_impro04_F041,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F041.wav,Ses05F_impro04_M038,Ses05F_impro04_M039,365.9100 - 368.4600,neu,"Bartending, catering."
Ses05F_impro04_F042,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F042.wav,Ses05F_impro04_M039,Ses05F_impro04_M040,381.3700 - 389.7900,sad,Would you be willing to make some more calls on my behalf? I won't--I won't make you look bad.
Ses05F_impro04_F043,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F043.wav,Ses05F_impro04_M040,Ses05F_impro04_M041,389.8000 - 391.1100,neu,yeah.
Ses05F_impro04_F044,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F044.wav,Ses05F_impro04_M041,Ses05F_impro04_M042,395.4700 - 396.9500,neu,Thank you.
Ses05F_impro04_F045,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F045.wav,Ses05F_impro04_M042,Ses05F_impro04_F046,398.6800 - 400.7100,neu,"I will, I will."
Ses05F_impro04_F046,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F046.wav,Ses05F_impro04_F045,Ses05F_impro04_M043,401.7700 - 403.2800,xxx,"Yeah, thank you."
Ses05F_impro04_M000,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M000.wav,Ses05F_impro04_F000,Ses05F_impro04_F001,10.7100 - 15.6300,neu,"Babe, I don't know what to tell you.  Don't give up."
Ses05F_impro04_M001,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M001.wav,Ses05F_impro04_F001,Ses05F_impro04_F002,25.9600 - 31.0200,neu,"Well, of course not, but what are you going to do if you move back home?  Are you going to be able to find a job there?"
Ses05F_impro04_M002,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M002.wav,Ses05F_impro04_F002,Ses05F_impro04_F003,35.9900 - 41.2600,fru,"I wish I had some answers for you, babe.  I mean-I don't know what to tell you."
Ses05F_impro04_M003,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M003.wav,Ses05F_impro04_F003,Ses05F_impro04_F004,43.9300 - 49.0700,neu,I went to school and I got my degree.  And I got a job.
Ses05F_impro04_M004,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M004.wav,Ses05F_impro04_F004,Ses05F_impro04_F005,65.4400 - 67.4000,neu,Nothing's impossible.
Ses05F_impro04_M005,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M005.wav,Ses05F_impro04_F005,Ses05F_impro04_F006,67.6600 - 72.3600,neu,You have to be willing - You have to be willing to start you know at the bottom and work your way up. and
Ses05F_impro04_M006,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M006.wav,Ses05F_impro04_F006,Ses05F_impro04_F007,75.0100 - 76.2800,fru,I
Ses05F_impro04_M007,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M007.wav,Ses05F_impro04_F007,Ses05F_impro04_F008,80.5000 - 84.9900,neu,"No, it doesn't pay the bills, but it would pay something.  And it would help you get somewhere else."
Ses05F_impro04_M008,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M008.wav,Ses05F_impro04_F008,Ses05F_impro04_F009,89.4400 - 95.3000,neu,"and No, I understand, but you've got to start somewhere.  It's better than nothing and that's all you have.  You have nothing right now."
Ses05F_impro04_M009,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M009.wav,Ses05F_impro04_F009,Ses05F_impro04_F010,106.3600 - 110.4500,neu,"Wait, You can move up.  There's management programs in McDonalds and things like that."
Ses05F_impro04_M010,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M010.wav,Ses05F_impro04_MXX0,Ses05F_impro04_F011,115.6500 - 119.4400,neu,"[GARBAGE] No, I wouldn't, but I--"
Ses05F_impro04_M011,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M011.wav,Ses05F_impro04_F011,Ses05F_impro04_F012,121.4800 - 125.4400,neu,"Well, you know what?  Life gets humili... humiliating at times."
Ses05F_impro04_M012,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M012.wav,Ses05F_impro04_F012,Ses05F_impro04_F013,127.6600 - 130.9500,neu,"Well, what are you going to do about it to make it different?"
Ses05F_impro04_M013,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M013.wav,Ses05F_impro04_F013,Ses05F_impro04_F014,135.8100 - 139.6000,neu,Have you?  There's got to be something else.
Ses05F_impro04_M014,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M014.wav,Ses05F_impro04_F014,Ses05F_impro04_F015,147.6600 - 162.4400,fru,"I don't know what to tell you, babe. Maybe- Maybe you're right.  Maybe you do have to go someplace else.  I don't know, maybe it's just not meant to be here.  I mean I want you to-I don't want you to give up, but I mean I don't want you to move away, but at the same time, I don't like seeing you like this."
Ses05F_impro04_M015,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M015.wav,Ses05F_impro04_F016,Ses05F_impro04_F017,172.1400 - 179.3600,neu,"If it's rent or something like that, I mean I can help you out a little bit, if- if that will help you you know stick with it."
Ses05F_impro04_M016,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M016.wav,Ses05F_impro04_F017,Ses05F_impro04_F018,185.0100 - 191.1800,neu,"Well, just don't give up. And there's- you know, You never know, something might be around the corner tomorrow."
Ses05F_impro04_M017,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M017.wav,Ses05F_impro04_F018,Ses05F_impro04_F019,193.3400 - 197.8300,neu,"Well, you know I'm not going to let you starve."
Ses05F_impro04_M018,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M018.wav,Ses05F_impro04_F019,Ses05F_impro04_F020,199.6300 - 224.8700,xxx,"Of course, you're worried.  We're all worried.  I'm worried for you.  Everyone's always worried.  You know, I don't-maybe I have a job and yeah, it's a good job whatever and I'm happy, but it doesn't mean I'm going to have it tomorrow or the next day.  You never know what's going to happen.  Something crazy could happen tomorrow.	Something crazy can happen for you tomorrow and you'll get a job.  You never know.  You can walk up to somebody on the street and it'll be something great.  You've just got to be positive.  You're so negative all the time."
Ses05F_impro04_M019,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M019.wav,Ses05F_impro04_F020,Ses05F_impro04_F021,226.2100 - 230.4300,fru,"I understand, but you know what, you've been negative for three years."
Ses05F_impro04_M020,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M020.wav,Ses05F_impro04_F021,Ses05F_impro04_F022,232.5100 - 249.1800,neu,"It's the way it seems to me.  You started complaining about not being able to find a job the first day you went out and didn't find a job.  And I'm not saying like and not trying to you know put you down or anything, it's just that-"
Ses05F_impro04_M021,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M021.wav,Ses05F_impro04_F022,Ses05F_impro04_F023,250.1800 - 256.3700,fru,"But it's true, babe.  You've got to be more positive about things.  Like- Have some faith in yourself."
Ses05F_impro04_M022,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M022.wav,Ses05F_impro04_F023,Ses05F_impro04_F024,261.8500 - 265.7900,neu,"Well, exactly.  Money is not everything."
Ses05F_impro04_M023,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M023.wav,Ses05F_impro04_F024,Ses05F_impro04_F025,274.6900 - 276.6000,fru,You can.
Ses05F_impro04_M024,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M024.wav,Ses05F_impro04_F025,Ses05F_impro04_F026,281.8100 - 285.9400,neu,You know I would never let that happen.  I wouldn't let that happen.
Ses05F_impro04_M025,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M025.wav,Ses05F_impro04_F026,Ses05F_impro04_F027,286.0200 - 298.7900,neu,"You can always stay with me if you- if you have to stay with me for a while and get yourself back up on your feet again.  You know I'm not just going to you know just throw you to the wolves or something like that.  If there's any way I can help you, I will."
Ses05F_impro04_M026,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M026.wav,Ses05F_impro04_F027,Ses05F_impro04_F028,300.4700 - 305.3600,neu,But you have to keep trying.  You can't give up.
Ses05F_impro04_M027,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M027.wav,Ses05F_impro04_F028,Ses05F_impro04_F029,306.0800 - 310.1000,neu,"And you've got to think--well, ask yourself why are they not hiring you?"
Ses05F_impro04_M028,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M028.wav,Ses05F_impro04_F029,Ses05F_impro04_F030,311.0900 - 313.3100,neu,I mean are you going in for interviews?
Ses05F_impro04_M029,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M029.wav,Ses05F_impro04_F030,Ses05F_impro04_F031,315.9700 - 317.3400,neu,Are you presenting-
Ses05F_impro04_M030,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M030.wav,Ses05F_impro04_F031,Ses05F_impro04_F032,317.3600 - 319.2800,neu,putting your best foot forward? or you
Ses05F_impro04_M031,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M031.wav,Ses05F_impro04_F032,Ses05F_impro04_F033,319.4000 - 323.4000,neu,"Do they seem to like you? I mean, Can you get any read from them?"
Ses05F_impro04_M032,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M032.wav,Ses05F_impro04_F033,Ses05F_impro04_F034,328.2300 - 331.9500,neu,Have you ever called them back and asked why you didn't get the job?
Ses05F_impro04_M033,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M033.wav,Ses05F_impro04_F034,Ses05F_impro04_F035,332.1200 - 335.5200,neu,Do they give you any specifics as to why they didn't go with you?
Ses05F_impro04_M034,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M034.wav,Ses05F_impro04_F036,Ses05F_impro04_F037,344.1800 - 350.7300,neu,"Yeah, I understand. maybe What jobs are we talking about?"
Ses05F_impro04_M035,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M035.wav,Ses05F_impro04_F037,Ses05F_impro04_F038,350.8400 - 354.0200,neu,Like- What's your ideal job?  What do you want to do?
Ses05F_impro04_M036,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M036.wav,Ses05F_impro04_F038,Ses05F_impro04_F039,355.6600 - 357.3200,neu,Of course.
Ses05F_impro04_M037,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M037.wav,Ses05F_impro04_F039,Ses05F_impro04_F040,358.9000 - 362.3900,neu,"Everyone wants to be a working actor, but they all work at something else."
Ses05F_impro04_M038,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M038.wav,Ses05F_impro04_F040,Ses05F_impro04_F041,363.4000 - 365.6300,neu,So what's the something else?
Ses05F_impro04_M039,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M039.wav,Ses05F_impro04_F041,Ses05F_impro04_F042,368.6400 - 380.5600,neu,"You can't get a catering gig?  Well, I can call some friends.  I- Well, I did call some friends before, but you went in once and then never went back."
Ses05F_impro04_M040,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M040.wav,Ses05F_impro04_F042,Ses05F_impro04_F043,387.5400 - 390.6800,neu,If I- If you- Will you stick with it?
Ses05F_impro04_M041,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M041.wav,Ses05F_impro04_F043,Ses05F_impro04_F044,392.0554 - 396.3100,neu,"Okay.  Okay, I'll call some people."
Ses05F_impro04_M042,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M042.wav,Ses05F_impro04_F044,Ses05F_impro04_F045,397.2200 - 402.2400,neu,"But you've got to keep looking for other stuff. You've got to do it on your own, too.  Okay?"
Ses05F_impro04_M043,./IEMOCAP_full_release/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M043.wav,Ses05F_impro04_F046,,402.2700 - 404.3300,neu,You know I'll always help you.
Ses05M_impro01_F000,./IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro01/Ses05M_impro01_F000.wav,,Ses05M_impro01_M000,3.9419 - 5.5500,neu,Can I help you?
